,text,Labels
2731,खान सर जी आपको तहे दिल से प्रणाम जो आप हर क्षेत्र में इतनी बुद्धिमता दिखाते हैं लेकिन सर जी ऐसे ही लोग समलैंगिक लोग आपस में प्रेम करने लगे तू ईश्वर की बनाई हुई सृष्टि का क्या होगा ऐसे तो पूरी सृष्टि खत्म हो जाएगी तो ऐसे लोगों से हमें बचकर रहना चाहिए क्योंकि यह लोग ek jahar se bhi jyada khatarnak hote hain duniya mein aise log agar paida ho jaaye to sari srishti kinnaron ki bharti taliya baje aaegi aur bhagwan bhi na khush ho jaenge,Not-Hope
2146, @ishwari patil  bot ni 5 to 8 percent,Not-Hope
804, @Jasmin poudel  theek kha apne apse bat krni hai num send kro,Not-Hope
1751,Gajab krdiya sir fan bnaliya apna,Not-Hope
2454,Sach mei.....,Not-Hope
502,Ha..I movie me h..,Not-Hope
2977,"This video is full of misinformation. Gender and sex are two different things, there are lots of scientific research to prove that. Gender is something that has been assigned to you by your doctor and it can be very different from who you actually are, for ex. you can have a penis and still be a female. That's what transgender means, people who don't identify themselves as their assigned gender and that's why they change or go through hormonal changes. Also, research shows that more than 40% of men have more likely had sexual encounters with another man. So, it's not very rare and 100% natural. In India, we have 2.5 million people who identify themselves as LGBTQ and that's just people who aren't afraid of their identity. These types of videos are very homophobic and full of misinformation. If you really wanna know about LGBTQ community, go do your research on your own.",Not-Hope
779," @AN UJ  jab aap ke body female ke hota our aap boy feel kartay tho aapko phata chalthi kitnee problem hata hay (family Pressure , society ,bolling ,harassment )",Hope
1863,🤗💞😘♥️,Not-Hope
200,Bhakwan jo diya wahi thik hai kyu gender change kerte rahena  hai humko to ajipsa lak raha hai,Not-Hope
2182,Reason of bisexuality:tharak,Not-Hope
2088,"Please provide right information:- transgender ka matalab hijra / kinner nahi hota hh .
Hijra aur kinner ko enuch kehte hh aur hijra koi bachpan se nahi hota h hijra is a ""profession"" ye log apna ling sharir se alag kar dete h jise - castration bolte h 

Transgender or transexual wo hote h jo hote hai ladke but apne aap ko ladki mante h or vise - versa 
Ye log sex reassignment surgery karate hai jisse ek ladka puri tarike se ladki ban jata h or vise - versa 
Transexuals hijra nahi hote h .....",Hope
3065,btt the fact is homosexuality history se hi hai🙄🙄🙄,Not-Hope
2278," @Niraj Kumar  phir agar aap straight ho to kya aap apni sexuality change kr sakte ho kya
So please do not comment about something that you didn't know about.",Not-Hope
1796,Inter-Sex samajh nahi aaya,Not-Hope
378, @Tarot Oracle  ofcourse blkul h jine ka haq lekin aap meri baat smjhe nhi anynwa 😊,Hope
2336,Khilafat ka apne juth bataya,Not-Hope
418, @P Sharma  answer for your statement is simple....SRS for MTF and SRS for FTM......simple.,Not-Hope
1698,mansic roog !!!!!!!  like seriously ?,Hope
391, @Karan Kumar  man tumhari baat samjhi mene jawaab diya ok now don't be ignorant bro cause i'm a woman with trans experience so be good to everyone,Not-Hope
2640,Kaas har musalman aapke jaisa hota sir 😁😁😁😁😁😁,Not-Hope
1522,0:39 ab kaafi variety ho gaya hai 🤣😂🤣,Not-Hope
1162,Wah bhai aap toh bohot kuch jante ho. Keep it up 😂😂😂,Not-Hope
1495,1:08 Sir bole agar na hoye to gadbad hai 🤣,Not-Hope
2695,G ek or hota ha jis ko hum shemale bolte ha us ke pass panis bhi hota ha or boobs bhi,Not-Hope
2027,Sir wo student ka naam bhi le lete video m🙏,Not-Hope
1152,Sir me ek bisexual hoon nd I'm preparing for Indian army and ssc gd ...nd my peniz size is medium .. I'm very confused sir please guide me,Hope
1367,Homosexual to tab hota h ladka jab ladki nhi milti 🤣🤣,Not-Hope
2568,Sir please iske bare me bhi bataye,Not-Hope
64,Mujhe ladka bnna h 😔,Hope
2062,Kya lesbian ladki bache paida karsakte hai 🤔🤔🤔,Not-Hope
1180,Super se bhi upper,Not-Hope
492,Abe ja re,Not-Hope
379,"Amieeron k chochle
 bade ashlil hote h 😜😜😜 .",Not-Hope
2235,"me:- papa um.......I..I am pansexual 😟
papa:- vo Kuch nii ye batao ki final me 70% ke upar Mark aae ki nahi.....? 😒
me:-😶
. 
. 
. 
. 
. 
. 
. 
(well the only he is the person who care about marks and earning no care about sexuality)",Not-Hope
763,Bache dani Lag wa sakta bacha peda kar sakta hai?,Not-Hope
2264,खान सर आपके आगे तो  IAS भी फेल है,Not-Hope
791, @AN UJ  jab aapko gender dysphoria hoga to pta chalega. Apne adure gyan ko to mt बाटो yaar........anuj plz...i am trans girl.......or aap normal boy he to trans video pr kya kr rhe ho......,Hope
1076,Khan sir ap ka kya gender hai?,Not-Hope
878,Nhi kar saktae...,Not-Hope
337,"Mam, i am very sorry to say,, bt aap pehle jaaiye aur sach me thodi deep information leke aaiye homosexuality and nature ki,, kuki jiss nature ki aap duhaayi de rahi hai naa ussi nature me homosexuality aur yeh changes bhi paaye gaye hai,,aur haa hamare hindu puraano me bhi inka ullekh hai,, nd lets nt talk abt it deeply but ek common sense yeh kehta hai ke inn logo ne jo kiya woh apne khud ke sath kiya jinka inhe pura haqq hai,,inhone jaake koi sampoorn sansaar ko ni badal rahe,, har insaan ko apni life apne tareeke se beetaane ka haqq hai jb tk woh kisi aur ko hamper ni kar rahe...!!  Aur haa nature ki chinta hai toh tree lagaiye,plastic bags kam use kijiye aur animals ka dhyan rakhiye aut pyaar baatiye.. sirf inn logo ko badduwaaye dene se kuch ni hoga..  god bless u🙏",Not-Hope
2767,"Sex is scientific whereas gender is social concept. Only two sex, male and female. Gender are many.",Not-Hope
2343,"Its 2021 
Ye to sbko pta h kch nya video bna bhai",Not-Hope
1016,Sorry sir.. pr transjander kinnar nhi hote.. kinnar paida hi alag maintalty or body ke sath hote hai. jabki transjander wo shaks hota jo paida to male ki body ke sath hua ho pr uski maintalty female jaisi ho ya female body me male jaisi maintalty ho.. or wo apni maintalty ke hisab se scientific technology dvara apne Gupt ango me badlav karvale to use hum transjander bolte hai ...!,Not-Hope
1275,Tomboy ka batao,Not-Hope
455,Respect all Jo Jaise Hai Sahi hai,Hope
815,Gaali bakne ka mann ker raha h...... Mental disorder bolra yaar yeee..being gay Or bisexual is as normal as being straight.. Used to respect him but after this video my view changed 😡,Not-Hope
2317,"सर लिंग (sex) मे तो मेल और फिमेल ही होते है, ये गे, लेस्बियन ये सब लैंगिकता है न कि लिंग",Not-Hope
995,Khan sir ye koi bimari ya disorder nahi ye natural h ise bar bar bimari bol ke apne Gyan ki kami bata rahe h,Hope
1981,ye log sir society ke liye gandh hai inka social boycott hone chaiye.,Not-Hope
201,"Chutiye saale,",Not-Hope
161,Astaghfirullah taoba taoba,Not-Hope
1579,PAISA BOLEGA,Not-Hope
2777,Sir jo lusbian h vah keise thik Hoga please bataiye sir,Not-Hope
2449,If you encounter with some rapists thief or murderer they are also just like us 😆. Isma kya badi bat hai bruh or sis?,Not-Hope
702,Agar bharat main ap jesi sister ho to sab change hojainga Allah hum sab ki hifazat kare,Not-Hope
1500,Achchha samjhaayaa sir aap 👍👍,Not-Hope
1129,"Bachche to adopt bhi kiye ja sakte hain, and this will be virtuous as well...",Not-Hope
2613,"I love the way you becoming a giant in inducing great influence by your beautiful speeches
More power to You🤘",Not-Hope
1021,Khan sir- मानसिक असंतुलन नहीं होता ये है नैचुरल है,Hope
3073,Bahut hi achha class sir,Not-Hope
1585,Nice🙂🙂,Not-Hope
1955,Tom Girl bhi to hota hai sir,Not-Hope
2253,Cholo. Aaj pata chal gaya😁,Not-Hope
34,he is khinnar.not gay.,Not-Hope
775,No one asked,Not-Hope
2556,Sir . agaar  inter-sex bale chhanhe to male /female sath sex kar sakte hain,Not-Hope
1478,Thanks ji 💐अब भारत में भी LGBT community को मान्यता दिया है .बाकी देशों की तरह भारत में भी LGBT community को legal मानते हैं। बस लोगों की चोस थोडा उसी करना चाहिए। जय हिंद 🙏🇮🇳🇮🇳🇮🇳LGBT community jindabad ✊✊✊,Hope
3003,i said the same brother. Jb kuch chize smajh me na aye then it's better not to say anything about it. Very Misleading video.,Not-Hope
1390,बहुत अच्छी जानकारी बहुत ही अच्छे और साधारण शब्दों में बताने के लिए धन्यवाद।,Not-Hope
2139,Hmare country me shaadi ek last option ki tarah dekha jata he...and  Thats  wrong,Not-Hope
1363,Om Namah Shivay 🙏,Not-Hope
2945,2021😉😶😜,Not-Hope
2612, @Himanshi Saxena  hii,Not-Hope
2824,Gay ka Hindi,Not-Hope
2041,Tom boy ki bhi sabi bat batai maja acharya share wali bate he,Not-Hope
241,Agr bhgwan ko yhii sb krna hota ye options hii kyu dikhata ki aap ldhki se ldhka bn skte ho ya ldhka se ldhki    kuch bhi bolte ho 😏😏,Not-Hope
2061,Aap bahut achha padate h sir mind-blowing,Not-Hope
2363,Lesbian ki pahachan kaise kare .medical test karanese pata hota hai Kay....? Bandi lesbian hai ya Female.,Not-Hope
600,O.....Madam hindi me bhi bt kiya ja skta h,Not-Hope
2435,Sir aap mike use kijiye...,Not-Hope
1297,Sir gender disforia kisme aata  haii,Not-Hope
2214,Nokri ke liye puche to man kar dete hai gariya ke chal dete hai,Not-Hope
2888,Homeo sexual bahut gandi bimari hai aur ye her dharm me Haram hai,Not-Hope
2068, @Dubai Indian  kha,Not-Hope
646,"मूल कारण पुरुष की कामुकता है। इति श्लोक -
कामक्रोधात भवति क्रोधात्स्मृतिविभ्रम:
स्मृतिभ्रंशात बुद्धिनाशो बुद्धिनाशात्विनशयति",Not-Hope
1528,Agar attract nhi ho raha hai toh gadbad hai.... 😜 Khan sir 👌,Not-Hope
2879,Ladka kehte hain,Not-Hope
1267,Sri;hamko samjh me nahi aaya hai,Not-Hope
1899,Me samjha nhi tum kya bol rahe ho tomboy to girls me hota h vo ladko ke kapde pahante h na..isliye,Not-Hope
562,"Mene karib 3 saal pehle ek aesi story padhi thi news article tha, life of sex workers ke name se. I was in 12th that time. Aur woh padhne ke baad mera najriya badal gaya pura logo ko dekhne ka..... Pehle sach me sab chutyo ki tarah majaak banate the aesi chiz ka..... Lekin uss time muje samaj me aya reality alag hoti hai.... I'm blessed that muje bahoot kam age me yeh chiz samaj me ayi.... Me jab bhi aese kabhi sex workers ko dekhta hoon tab unse serious hoke background story puchta hoon.... Seriously ruh kaap jaati hai...",Hope
3163,Literally...😣,Not-Hope
2734,❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘😘😘😘,Not-Hope
3005, @Kuleshwar Sahu  Natural to bilkul ni h ye...agar koi janm se andha lngda paida hota h..ya khud se roshni chli jati h...to kya usko illness ni bologe?,Not-Hope
189,Hat 6ke,Not-Hope
1806,Salute you sir...luv uhh❤️❤️ mein din bhar aapko sunta rahu sir Bina boring hote hue ❤️,Not-Hope
975,"It was going half right ( as he was still saying many offensive terms but not that much) but .. When he said.. Mansik asantulan.. Mansik rog.. What the actual f.. 
First get rid of ur homophobia then teach people about homosexuality and lgbt+ community",Hope
2747,Aksar neta Janta ke sath gaddari karte hain chunaw me wada karte hain bad me mukar jate hain un nateon ke sath ya unko kaise sudhara jae koi Idea dijiye sir is par video bana den aap ki meharbani hogi,Not-Hope
2047,"Ye mansik asantulan nahi hai , genetic makeup hai. 
USA main inhe abnormal ya ""normal nahi hai' eysaa  nahi kah sakte.  Wo log bhi narmal insaan hai per society ke norms se hatt ker hain.",Hope
2558,Sir kinner ka baare me thik se bataye male or female,Not-Hope
1082,Charan kha hai apke Khan sir.....,Not-Hope
474,Ho sakte hai dear,Not-Hope
2904, @RŪUĐEË  hainnn😲😲,Not-Hope
747,Khuda se daro 😔😔😔,Not-Hope
2300,"Sir aap world ke best teacher ho 
Open minded and friendly teaching 🙏🙏🙏😊",Not-Hope
21,Sound kam ha bhai,Not-Hope
459,Bahut hi mast video ❤️👍,Hope
1184,इसका कोई तो इलाज हो सकता है,Hope
2324,"Koi gdbd nhi h

We are who we are ☺️",Not-Hope
955,Sir एक बात समझ में नही आ रहा है।  क्या male intersex(hermaphrodite) हो सकता हैं। Please जरूर बताइएगा सर,Not-Hope
1215,Ye sab agar sabko PTA ho tou kisi bhi LGBTI person ke liye life thodhi assan ho jayega.samaj mai awareness ki bhut jarurat h education hi ek aesa medium h Jo hamare samaj ko thodha badl skta h.,Hope
2433,बहुत बहुत धन्यवाद🙏💕 सर,Not-Hope
2853,Nhi yr y bimari nhi h y sex h,Not-Hope
1515,Kash yahi sab school me padha dete,Not-Hope
2391,"Khan sir k liye ek like to bnti h ai na bhaiyo plz🙏🏻🙏🏻🙏🏻
Thank u sir 👍👍",Not-Hope
769,"Fantastc what a great video
technology kaha tak pahuch ghi hai bahut achche",Not-Hope
1685,Sir aap bahut mast photo lagate h video ke uper🤣,Not-Hope
130,Mere paapaa mujhse jyaadaa mere bhaiyya se pyaar karte the Kyu ki wo ladkaa hai. inlogo ne ladki banne keliye itnaa sab Kuch kiyaa me ladki hu iss Baat Ki mujhe garw hai,Hope
2919, @FlawyerLawyer TV 📚  yes,Not-Hope
3171,Inter sex nhi samjh aya,Not-Hope
2135,LGBTQ bahut kom nahi ha bahut Sara ha ap nahi janta ha,Not-Hope
1482,"Kya tum 8 pass ho.
Tumhari knowledge dekh ke to yahi lagta he.",Not-Hope
330,Kya ye sab such hai,Not-Hope
1238,Thank you khan sir itni achhi knowledge dene ke liye..India me har Insan Ko aapki tarah sochna chaahiye,Not-Hope
466,Chalo kisi ne to kuch comment kiya,Not-Hope
2169,"बहुत ही अच्छा जानकारी मिला वो भी सरल भाषा में। सही बताये पहली बार Inter Sex & Tomboy का नाम ही सुना। 
बहुत बहुत धन्यबाद सर।",Not-Hope
